label,name,latitude,longitude,bbox_size_meters,zone_type,note,file_name,image_path,local_image_path,source_image_path,source_api,source_layer,source_date,request_bbox_meters,request_params,visual_density_class,label_index,built_ratio,mean_red,mean_green,mean_blue,brightness,contrast,vegetation_index,water_index,built_up_proxy,texture,grayness,split
baixa,andes_rural,-13.1631,-72.545,9000,rural_montanhoso,Regiao montanhosa de baixa ocupacao.,andes_rural_2025-05-01.png,C:\repositorio\Fiap\space_urban_density_acv\data\raw_images\andes_rural_2025-05-01.png,data\raw_images\andes_rural_2025-05-01.png,ArcGIS World Imagery,ArcGIS World Imagery,World_Imagery,2025-05-01,9000,"{""bbox"": ""-72.58651477174473,-13.203524002874596,-72.50348522825527,-13.122675997125404"", ""bboxSR"": 4326, ""imageSR"": 4326, ""size"": ""1024,1024"", ""format"": ""png"", ""f"": ""image""}",baixa,0,0.056313060001582316,48.237060546875,54.88330078125,37.364990234375,46.82844924926758,21.575693130493164,0.06445128923261244,-0.1270071243855213,-0.12368693999841768,16.04913330078125,0.8458021420063948,train
media,curitiba,-25.4284,-49.2733,7000,urbano_arborizado,Capital com malha urbana e areas verdes.,curitiba_2025-05-01.png,C:\repositorio\Fiap\space_urban_density_acv\data\raw_images\curitiba_2025-05-01.png,data\raw_images\curitiba_2025-05-01.png,ArcGIS World Imagery,ArcGIS World Imagery,World_Imagery,2025-05-01,7000,"{""bbox"": ""-49.30811353712659,-25.459840891124685,-49.23848646287341,-25.396959108875315"", ""bboxSR"": 4326, ""imageSR"": 4326, ""size"": ""1024,1024"", ""format"": ""png"", ""f"": ""image""}",media,1,0.4897908533704433,108.043701171875,106.064697265625,91.64501953125,101.91780853271484,18.834049224853516,-0.00924299990378592,-0.08212122137926621,-0.03020914662955669,20.746009826660156,0.9282878113796488,train
baixa,alaska_forest,61.2181,-149.9003,9000,floresta,Predominio natural.,alaska_forest_2025-05-01.png,C:\repositorio\Fiap\space_urban_density_acv\data\raw_images\alaska_forest_2025-05-01.png,data\raw_images\alaska_forest_2025-05-01.png,ArcGIS World Imagery,ArcGIS World Imagery,World_Imagery,2025-05-01,9000,"{""bbox"": ""-149.98425835714514,61.177675997125405,-149.81634164285484,61.258524002874594"", ""bboxSR"": 4326, ""imageSR"": 4326, ""size"": ""1024,1024"", ""format"": ""png"", ""f"": ""image""}",baixa,0,0.1405120471731911,90.4775390625,89.865966796875,75.59912109375,85.314208984375,19.128616333007812,-0.003391152138674565,-0.0895876515932826,-0.03948795282680889,12.069690704345703,0.9194256120383111,train
baixa,manaus_periferia_verde,-3.1019,-60.025,9000,urbano_esparso,Predominio de vegetacao e ocupacao espalhada.,manaus_periferia_verde_2025-05-01.png,C:\repositorio\Fiap\space_urban_density_acv\data\raw_images\manaus_periferia_verde_2025-05-01.png,data\raw_images\manaus_periferia_verde_2025-05-01.png,ArcGIS World Imagery,ArcGIS World Imagery,World_Imagery,2025-05-01,9000,"{""bbox"": ""-60.06548331593392,-3.142324002874596,-59.98451668406608,-3.061475997125404"", ""bboxSR"": 4326, ""imageSR"": 4326, ""size"": ""1024,1024"", ""format"": ""png"", ""f"": ""image""}",baixa,0,0.14591825129191083,95.93408203125,96.2255859375,83.831298828125,91.99698638916016,39.360355377197266,0.0015169879783630557,-0.0673254391062058,-0.03408174870808915,23.682941436767578,0.9372235837887388,train
alta,hong_kong_central,22.2819,114.1589,2500,centro_vertical,Alta concentracao de edificios e infraestrutura.,hong_kong_central_2025-05-01.png,C:\repositorio\Fiap\space_urban_density_acv\data\raw_images\hong_kong_central_2025-05-01.png,data\raw_images\hong_kong_central_2025-05-01.png,ArcGIS World Imagery,ArcGIS World Imagery,World_Imagery,2025-05-01,2500,"{""bbox"": ""114.1467649830666,22.270671110312612,114.1710350169334,22.293128889687388"", ""bboxSR"": 4326, ""imageSR"": 4326, ""size"": ""1024,1024"", ""format"": ""png"", ""f"": ""image""}",alta,2,0.7728098098266158,81.26220703125,96.01806640625,86.5927734375,87.95767974853516,19.14658546447754,0.08323463794390987,0.03175697492589346,-0.06719019017338407,13.770058631896973,0.9306384778908847,train
baixa,mongolia_steppe,47.8864,106.9057,9000,area_natural,Estepe com ocupacao rarefeita.,mongolia_steppe_2025-05-01.png,C:\repositorio\Fiap\space_urban_density_acv\data\raw_images\mongolia_steppe_2025-05-01.png,data\raw_images\mongolia_steppe_2025-05-01.png,ArcGIS World Imagery,ArcGIS World Imagery,World_Imagery,2025-05-01,9000,"{""bbox"": ""106.84541989416508,47.84597599712541,106.96598010583492,47.926824002874596"", ""bboxSR"": 4326, ""imageSR"": 4326, ""size"": ""1024,1024"", ""format"": ""png"", ""f"": ""image""}",baixa,0,0.12170843799853352,100.1220703125,102.909423828125,83.0234375,95.35164642333984,26.525407791137695,0.013728675579548846,-0.0933609184074095,-0.05829156200146647,14.607158660888672,0.9078011160301422,train
media,austin,30.2672,-97.7431,8000,suburbano,Cidade espalhada com densidade moderada.,austin_2025-05-01.png,C:\repositorio\Fiap\space_urban_density_acv\data\raw_images\austin_2025-05-01.png,data\raw_images\austin_2025-05-01.png,ArcGIS World Imagery,ArcGIS World Imagery,World_Imagery,2025-05-01,8000,"{""bbox"": ""-97.78470368516892,30.231267553000357,-97.70149631483108,30.30313244699964"", ""bboxSR"": 4326, ""imageSR"": 4326, ""size"": ""1024,1024"", ""format"": ""png"", ""f"": ""image""}",media,1,0.4940274839447101,128.95068359375,126.033935546875,110.35498046875,121.77986907958984,11.249242782592773,-0.01143891759664144,-0.07770690759482504,-0.02597251605528993,11.603911399841309,0.9329454077826462,train
media,orlando_suburb,28.5383,-81.3792,8000,suburbano,Suburbio urbano misto.,orlando_suburb_2025-05-01.png,C:\repositorio\Fiap\space_urban_density_acv\data\raw_images\orlando_suburb_2025-05-01.png,data\raw_images\orlando_suburb_2025-05-01.png,ArcGIS World Imagery,ArcGIS World Imagery,World_Imagery,2025-05-01,8000,"{""bbox"": ""-81.42010214077908,28.502367553000358,-81.33829785922092,28.57423244699964"", ""bboxSR"": 4326, ""imageSR"": 4326, ""size"": ""1024,1024"", ""format"": ""png"", ""f"": ""image""}",media,1,0.481944147486734,130.15771484375,129.673095703125,110.1728515625,123.33455657958984,41.79866027832031,-0.0018651334673757656,-0.08315572829232394,-0.038055852513266014,29.908649444580078,0.9245237343738211,train
baixa,canadian_rockies,51.4968,-115.9281,9000,area_natural,Area montanhosa natural.,canadian_rockies_2025-05-01.png,C:\repositorio\Fiap\space_urban_density_acv\data\raw_images\canadian_rockies_2025-05-01.png,data\raw_images\canadian_rockies_2025-05-01.png,ArcGIS World Imagery,ArcGIS World Imagery,World_Imagery,2025-05-01,9000,"{""bbox"": ""-115.9930320713719,51.456375997125406,-115.8631679286281,51.537224002874595"", ""bboxSR"": 4326, ""imageSR"": 4326, ""size"": ""1024,1024"", ""format"": ""png"", ""f"": ""image""}",baixa,0,0.1577327756370448,145.0908203125,141.2353515625,125.07421875,137.1334686279297,55.421382904052734,-0.013465303309920651,-0.07409027323157255,-0.0222672243629552,27.55585289001465,0.9367679934580111,train
media,belo_horizonte,-19.9167,-43.9345,7000,urbano_misto,"Ocupacao urbana relevante, mas nao extrema.",belo_horizonte_2025-05-01.png,C:\repositorio\Fiap\space_urban_density_acv\data\raw_images\belo_horizonte_2025-05-01.png,data\raw_images\belo_horizonte_2025-05-01.png,ArcGIS World Imagery,ArcGIS World Imagery,World_Imagery,2025-05-01,7000,"{""bbox"": ""-43.96794103712093,-19.948140891124684,-43.90105896287907,-19.885259108875314"", ""bboxSR"": 4326, ""imageSR"": 4326, ""size"": ""1024,1024"", ""format"": ""png"", ""f"": ""image""}",media,1,0.49888144885472624,103.579833984375,96.287353515625,81.029296875,93.63216400146484,21.108196258544922,-0.03648663174581938,-0.1221528805383479,-0.021118551145273768,19.232303619384766,0.8996529028925065,train
alta,sao_paulo_paulista,-23.5614,-46.6559,2500,centro_metropolitano,Trecho denso da Avenida Paulista.,sao_paulo_paulista_2025-05-01.png,C:\repositorio\Fiap\space_urban_density_acv\data\raw_images\sao_paulo_paulista_2025-05-01.png,data\raw_images\sao_paulo_paulista_2025-05-01.png,ArcGIS World Imagery,ArcGIS World Imagery,World_Imagery,2025-05-01,2500,"{""bbox"": ""-46.66815015797142,-23.572628889687387,-46.64364984202859,-23.55017111031261"", ""bboxSR"": 4326, ""imageSR"": 4326, ""size"": ""1024,1024"", ""format"": ""png"", ""f"": ""image""}",alta,2,0.7828447872593542,78.936767578125,80.27294921875,64.249267578125,74.486328125,25.00760841369629,0.008392588514216244,-0.10257634400552178,-0.05715521274064568,32.505184173583984,0.9025429271253733,train
baixa,yellowstone,44.428,-110.5885,9000,parque_natural,Parque natural com baixissima ocupacao.,yellowstone_2025-05-01.png,C:\repositorio\Fiap\space_urban_density_acv\data\raw_images\yellowstone_2025-05-01.png,data\raw_images\yellowstone_2025-05-01.png,ArcGIS World Imagery,ArcGIS World Imagery,World_Imagery,2025-05-01,9000,"{""bbox"": ""-110.64510589066987,44.3875759971254,-110.53189410933012,44.46842400287459"", ""bboxSR"": 4326, ""imageSR"": 4326, ""size"": ""1024,1024"", ""format"": ""png"", ""f"": ""image""}",baixa,0,0.033683963401823336,46.582763671875,57.51611328125,39.083984375,47.72761917114258,17.532358169555664,0.1050285068228731,-0.08753430551485959,-0.14631603659817666,7.859299659729004,0.8414271361044865,train
alta,singapore_downtown,1.2834,103.8607,2500,centro_vertical,Centro urbano de alta densidade.,singapore_downtown_2025-05-01.png,C:\repositorio\Fiap\space_urban_density_acv\data\raw_images\singapore_downtown_2025-05-01.png,data\raw_images\singapore_downtown_2025-05-01.png,ArcGIS World Imagery,ArcGIS World Imagery,World_Imagery,2025-05-01,2500,"{""bbox"": ""103.8494682927315,1.2721711103126123,103.87193170726849,1.2946288896873879"", ""bboxSR"": 4326, ""imageSR"": 4326, ""size"": ""1024,1024"", ""format"": ""png"", ""f"": ""image""}",alta,2,0.7485684950125824,88.302978515625,99.13720703125,76.751708984375,88.06396484375,35.14236068725586,0.0578009911985366,-0.06998449850477681,-0.09143150498741763,28.07532501220703,0.8962072175848047,train
alta,tokyo_shinjuku,35.6938,139.7034,2500,centro_metropolitano,Zona metropolitana compacta.,tokyo_shinjuku_2025-05-01.png,C:\repositorio\Fiap\space_urban_density_acv\data\raw_images\tokyo_shinjuku_2025-05-01.png,data\raw_images\tokyo_shinjuku_2025-05-01.png,ArcGIS World Imagery,ArcGIS World Imagery,World_Imagery,2025-05-01,2500,"{""bbox"": ""139.6895738154714,35.682571110312615,139.71722618452858,35.70502888968739"", ""bboxSR"": 4326, ""imageSR"": 4326, ""size"": ""1024,1024"", ""format"": ""png"", ""f"": ""image""}",alta,2,0.8045228336355399,89.680419921875,91.34521484375,80.491455078125,87.17236328125,28.378087997436523,0.009196459517672485,-0.053998140663432295,-0.03547716636446005,32.65501403808594,0.9452492179460598,train
