name,label,label_index,latitude,longitude,bbox_size_meters,date,layer,local_image_path,note,urban_cnn_v1_p0,urban_cnn_v1_p1,urban_cnn_v1_p2,urban_cnn_v2_p0,urban_cnn_v2_p1,urban_cnn_v2_p2,urban_cnn_v3_p0,urban_cnn_v3_p1,urban_cnn_v3_p2,mean_red,mean_green,mean_blue,brightness,contrast,vegetation_index,water_index,built_up_proxy,texture,grayness
brasilia_eixo,media,1,-15.7939,-47.8828,14000,2025-05-01,VIIRS_SNPP_CorrectedReflectance_TrueColor,data\real_images\brasilia_eixo_2025-05-01.png,Area planejada com densidade intermediaria.,0.6828699111938477,0.3133605420589447,0.003769594244658947,0.33760103583335876,0.3448783755302429,0.3175205588340759,0.35733166337013245,0.3017010986804962,0.34096723794937134,158.3916015625,160.42919921875,155.93212890625,158.2509765625,59.35214614868164,0.006391043655850204,-0.007824648341071638,-0.007007417564351536,15.626246452331543,0.988381669560734
campinas,media,1,-22.9056,-47.0608,12000,2025-05-01,VIIRS_SNPP_CorrectedReflectance_TrueColor,data\real_images\campinas_2025-05-01.png,"Area urbana consolidada, porem menos densa que megacentros.",0.47873425483703613,0.5182496905326843,0.0030161363538354635,0.3375389277935028,0.34436309337615967,0.3180979788303375,0.34835320711135864,0.3212261497974396,0.3304206132888794,127.2998046875,123.300048828125,115.17236328125,121.924072265625,59.67535400390625,-0.015960727043944606,-0.050015808030028565,-0.0028095050210264517,15.51982307434082,0.9586160153047371
curitiba,media,1,-25.4284,-49.2733,12000,2025-05-01,VIIRS_SNPP_CorrectedReflectance_TrueColor,data\real_images\curitiba_2025-05-01.png,Capital com malha urbana clara e espacos arborizados.,0.8415576815605164,0.15415224432945251,0.004290102049708366,0.33724498748779297,0.3435627222061157,0.3191922903060913,0.3733631670475006,0.32234978675842285,0.30428704619407654,80.42041015625,77.116943359375,63.6484375,73.72859954833984,15.531356811523438,-0.020969419143743954,-0.11641637264361247,-0.06105856636131711,9.886017799377441,0.9016092232998406
goiania,media,1,-16.6869,-49.2648,12000,2025-05-01,VIIRS_SNPP_CorrectedReflectance_TrueColor,data\real_images\goiania_2025-05-01.png,Padrao intermediario entre ocupacao e vegetacao.,0.4740694463253021,0.5200448632240295,0.005885629449039698,0.3374622166156769,0.34463444352149963,0.3179033100605011,0.34551358222961426,0.318837434053421,0.3356489837169647,141.37890625,139.81982421875,132.329833984375,137.8428497314453,55.35426330566406,-0.005544413477954228,-0.03306095471246453,-0.00798524896215597,15.580059051513672,0.9713448016867325
belo_horizonte,media,1,-19.9167,-43.9345,12000,2025-05-01,VIIRS_SNPP_CorrectedReflectance_TrueColor,data\real_images\belo_horizonte_2025-05-01.png,Trecho urbano com ocupacao relevante mas nao extrema.,0.5735264420509338,0.4098110496997833,0.016662567853927612,0.33753612637519836,0.34394171833992004,0.3185221254825592,0.32887110114097595,0.35113298892974854,0.3199959397315979,102.63134765625,101.28857421875,86.599365234375,96.83975982666016,25.607484817504883,-0.006584807531739115,-0.08472188354696014,-0.06103010537710096,10.640625953674316,0.925012465649583
austin,media,1,30.2672,-97.7431,15000,2025-05-01,VIIRS_SNPP_CorrectedReflectance_TrueColor,data\real_images\austin_2025-05-01.png,Cidade espalhada com ocupacao intermediaria.,0.5333153605461121,0.45177245140075684,0.014912194572389126,0.33800169825553894,0.34454381465911865,0.3174545466899872,0.33623039722442627,0.3359946012496948,0.3277749717235565,139.017333984375,143.6513671875,138.779052734375,140.4825897216797,26.440879821777344,0.01639386739228467,-0.0008577550370828475,-0.021855059156687832,11.301810264587402,0.9840351869467888
orlando_suburb,media,1,28.5383,-81.3792,15000,2025-05-01,VIIRS_SNPP_CorrectedReflectance_TrueColor,data\real_images\orlando_suburb_2025-05-01.png,Suburbio urbano misto com densidade moderada.,0.5556795001029968,0.4358660876750946,0.00845443457365036,0.33806222677230835,0.3445861041545868,0.31735169887542725,0.33766207098960876,0.33405256271362305,0.3282853364944458,144.685546875,144.513427734375,136.48388671875,141.894287109375,31.744285583496094,-0.0005951581980936553,-0.02916981426867523,-0.01494259217443386,13.112680435180664,0.9730336144609786
lyon,media,1,45.764,4.8357,12000,2025-05-01,VIIRS_SNPP_CorrectedReflectance_TrueColor,data\real_images\lyon_2025-05-01.png,Centro urbano europeu de densidade intermediaria.,0.9637837409973145,0.035737112164497375,0.0004791103128809482,0.3376923203468323,0.3433596193790436,0.31894806027412415,0.4086235761642456,0.2967783808708191,0.2945980429649353,63.94775390625,65.45361328125,49.452392578125,59.617919921875,10.431449890136719,0.011637121056856135,-0.12782489067458142,-0.14645518570017438,9.016864776611328,0.8789901703194855
manaus_periferia,baixa,0,-3.1019,-60.025,18000,2025-05-01,VIIRS_SNPP_CorrectedReflectance_TrueColor,data\real_images\manaus_periferia_2025-05-01.png,Predominio de vegetacao e ocupacao mais espalhada.,0.7790939211845398,0.22045519948005676,0.0004509302962105721,0.33806851506233215,0.34502875804901123,0.3169027268886566,0.4528546929359436,0.23099324107170105,0.31615203619003296,216.73681640625,219.054931640625,219.32177734375,218.3711700439453,23.333629608154297,0.0053193187909387945,0.005928012827841946,0.01103659055151817,8.961501121520996,0.9946843286027772
amazonas_forest,baixa,0,-3.4653,-62.2159,20000,2025-05-01,VIIRS_SNPP_CorrectedReflectance_TrueColor,data\real_images\amazonas_forest_2025-05-01.png,Cobertura vegetal dominante.,0.32898321747779846,0.6391942501068115,0.031822606921195984,0.3376895785331726,0.3447814881801605,0.31752899289131165,0.3361743092536926,0.33378690481185913,0.330038845539093,136.521484375,144.378173828125,143.562255859375,141.4873046875,31.16902732849121,0.027969736606670948,0.025138094336471937,-0.018273405708808754,13.149545669555664,0.9750710562803235
pantanal,baixa,0,-16.4897,-56.3689,20000,2025-05-01,VIIRS_SNPP_CorrectedReflectance_TrueColor,data\real_images\pantanal_2025-05-01.png,Area natural aberta com pouca ocupacao.,0.9967267513275146,0.00326865678653121,4.497912414080929e-06,0.3380735218524933,0.3431248664855957,0.3188017010688782,0.4380311667919159,0.2720869481563568,0.2898818552494049,26.952880859375,41.513916015625,22.126708984375,30.19783592224121,3.548003911972046,0.2126729424878367,-0.09833358203239445,-0.5675203094792063,8.73021125793457,0.7271101987385612
chapada,baixa,0,-12.5564,-41.3924,20000,2025-05-01,VIIRS_SNPP_CorrectedReflectance_TrueColor,data\real_images\chapada_2025-05-01.png,Area natural com baixa presenca de infraestrutura.,0.8383283019065857,0.16155745089054108,0.00011419718794059008,0.3379063904285431,0.3451971411705017,0.3168964684009552,0.4997575283050537,0.2069627195596695,0.2932797372341156,239.109130859375,239.2373046875,238.175048828125,238.8404998779297,6.224696159362793,0.0002679518829815974,-0.0019570772947932525,0.013538254700249388,8.730437278747559,0.9980177485716001
yellowstone,baixa,0,44.428,-110.5885,16000,2025-05-01,VIIRS_SNPP_CorrectedReflectance_TrueColor,data\real_images\yellowstone_2025-05-01.png,Parque natural com baixissima ocupacao urbana.,0.6255301833152771,0.36778390407562256,0.0066859046928584576,0.3380711078643799,0.34466519951820374,0.317263662815094,0.342691570520401,0.32630783319473267,0.33100056648254395,152.70361328125,154.069091796875,149.651123046875,152.1412811279297,34.30595779418945,0.004451108240652459,-0.010095724880464193,-0.0051568320142455805,11.705023765563965,0.9878603645262616
patagonia,baixa,0,-50.9423,-73.4068,20000,2025-05-01,VIIRS_SNPP_CorrectedReflectance_TrueColor,data\real_images\patagonia_2025-05-01.png,Area aberta e pouco ocupada.,0.7725628018379211,0.22710558772087097,0.00033165598870255053,0.33800551295280457,0.3450982868671417,0.31689611077308655,0.4712602496147156,0.2207651287317276,0.30797460675239563,220.976318359375,225.63037109375,226.92529296875,224.5106658935547,22.70461082458496,0.010420920340377641,0.013281878115156109,0.007879856175473172,9.293941497802734,0.9886221058377498
cerrado,baixa,0,-14.235,-51.9253,20000,2025-05-01,VIIRS_SNPP_CorrectedReflectance_TrueColor,data\real_images\cerrado_2025-05-01.png,Paisagem natural dominante.,0.9907839298248291,0.009188122116029263,2.7988642614218406e-05,0.33777400851249695,0.3431027829647064,0.31912314891815186,0.4243322014808655,0.28244394063949585,0.29322385787963867,43.61181640625,53.170166015625,32.935791015625,43.2392578125,23.79152488708496,0.09876166378492132,-0.13946909314084482,-0.35377089687170066,11.773571014404297,0.8088577605931766
alaska_forest,baixa,0,61.2181,-149.9003,20000,2025-05-01,VIIRS_SNPP_CorrectedReflectance_TrueColor,data\real_images\alaska_forest_2025-05-01.png,Predominio natural com baixa densidade urbana.,0.7607993483543396,0.23826158046722412,0.0009390151826664805,0.33813321590423584,0.34491220116615295,0.3169545829296112,0.4040454924106598,0.2580423355102539,0.3379121720790863,204.555908203125,206.672119140625,209.2734375,206.8338165283203,7.227583408355713,0.005146076621084913,0.011399697352892146,0.017700855933646332,8.4580078125,0.9906721517142831
bolivia_rural,baixa,0,-17.7833,-63.1821,20000,2025-05-01,VIIRS_SNPP_CorrectedReflectance_TrueColor,data\real_images\bolivia_rural_2025-05-01.png,Area rural extensa com ocupacao esparsa.,0.4657784402370453,0.5231120586395264,0.01110946387052536,0.337604284286499,0.3447197377681732,0.31767597794532776,0.33928728103637695,0.3317420184612274,0.32897070050239563,138.485107421875,140.526611328125,131.049072265625,136.6869354248047,43.051700592041016,0.007316910971779141,-0.02758846824026367,-0.031168500425309886,15.283586502075195,0.9702037622889351
